time,open,high,low,close,High,Low,Mid,Untouched High,Untouched Low,Untouched Mid
2022-06-27T09:15:00+05:30,15914.95,15927.45,15862.6,15910.15,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T09:45:00+05:30,15909.85,15913.25,15868.4,15868.4,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T10:15:00+05:30,15867.95,15892.95,15861.6,15878.9,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T10:45:00+05:30,15879.15,15881.6,15853.05,15871.2,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T11:15:00+05:30,15871.8,15880.2,15843.05,15844.25,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T11:45:00+05:30,15844.55,15860.4,15831.9,15847.75,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T12:15:00+05:30,15848.3,15890.15,15843.3,15883.95,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T12:45:00+05:30,15884.55,15911.55,15874.5,15888.8,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T13:15:00+05:30,15889.15,15911.1,15881.05,15896.4,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T13:45:00+05:30,15896.65,15907.2,15871.25,15882.65,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T14:15:00+05:30,15882.7,15887.4,15840.15,15841.35,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T14:45:00+05:30,15840.95,15866.6,15815.5,15835.6,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-27T15:15:00+05:30,15835.75,15843.9,15823.3,15836.1,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-28T09:15:00+05:30,15768.35,15792.35,15718.7,15745.45,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch,No Touch
2022-06-28T09:45:00+05:30,15746.05,15749.85,15710.15,15718.35,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch,No Touch
2022-06-28T10:15:00+05:30,15718.9,15744.95,15716.75,15739.6,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-06-28T10:45:00+05:30,15739.7,15758.15,15726,15747.8,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch,No Touch
2022-06-28T11:15:00+05:30,15747.2,15791.25,15741.5,15783.2,No Touch,Touch & Close Below,No Touch,Touch & Close Above,No Touch,No Touch
2022-06-28T11:45:00+05:30,15783.4,15810.05,15781.3,15797.3,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-06-28T12:15:00+05:30,15797.1,15837.8,15776.15,15828.05,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-06-28T12:45:00+05:30,15828.15,15830.35,15759.3,15762.05,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-06-28T13:15:00+05:30,15762.45,15806.55,15759,15799.55,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-06-28T13:45:00+05:30,15799.4,15815,15780.55,15793.7,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-06-28T14:15:00+05:30,15793.55,15842.25,15792.25,15836.7,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-06-28T14:45:00+05:30,15836.95,15855.85,15814.85,15842.6,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-06-28T15:15:00+05:30,15843.35,15892.1,15837.75,15874.75,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,No Touch
2022-06-29T09:15:00+05:30,15717.65,15744.85,15687.8,15741.95,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-06-29T09:45:00+05:30,15742.3,15767.9,15734.45,15754.55,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-29T10:15:00+05:30,15754.9,15787.6,15754.45,15764.65,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-29T10:45:00+05:30,15764.4,15773,15743.35,15769.2,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-29T11:15:00+05:30,15769.7,15800.25,15769.2,15791,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-29T11:45:00+05:30,15790.75,15822.8,15785,15808.8,No Touch,No Touch,Touch & Close Above,No Touch,Touch & Close Below,No Touch
2022-06-29T12:15:00+05:30,15809.1,15814.4,15779.7,15794.7,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-06-29T12:45:00+05:30,15795.05,15840.2,15795.05,15829.75,No Touch,No Touch,Touch & Close Above,No Touch,Touch & Close Above,No Touch
2022-06-29T13:15:00+05:30,15829.55,15853.6,15815.8,15837.35,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-29T13:45:00+05:30,15836.9,15855.45,15821.65,15850.45,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-29T14:15:00+05:30,15849.95,15861.6,15801.5,15826.9,No Touch,No Touch,No Touch,No Touch,Touch & Close Above,No Touch
2022-06-29T14:45:00+05:30,15827.55,15845.45,15787.1,15789.75,No Touch,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch
2022-06-29T15:15:00+05:30,15790.25,15805.2,15775.85,15783.35,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-06-30T09:15:00+05:30,15790.2,15883.65,15769.95,15879.7,Touch & Close Above,No Touch,Touch & Close Above,No Touch,No Touch,Touch & Close Above
2022-06-30T09:45:00+05:30,15878.55,15890,15830.85,15836.1,Touch & Close Below,No Touch,No Touch,No Touch,No Touch,No Touch
2022-06-30T10:15:00+05:30,15836.55,15836.55,15785.85,15829.4,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Above
2022-06-30T10:45:00+05:30,15830,15845,15768.5,15775.25,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,Touch & Close Below
2022-06-30T11:15:00+05:30,15774.85,15812.75,15765.95,15788.6,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,Touch & Close Below
2022-06-30T11:45:00+05:30,15789,15802.7,15750.7,15754.2,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,Touch & Close Below
2022-06-30T12:15:00+05:30,15755.85,15820.1,15734.15,15768.35,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,Touch & Close Below
2022-06-30T12:45:00+05:30,15768.9,15806.05,15750.15,15804.35,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,Touch & Close Above
2022-06-30T13:15:00+05:30,15804.45,15838.5,15787.2,15831.55,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Above
2022-06-30T13:45:00+05:30,15830.85,15846.65,15796.15,15846,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Above
2022-06-30T14:15:00+05:30,15845.15,15852.4,15793.6,15802.25,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Above
2022-06-30T14:45:00+05:30,15801.75,15834.75,15778.25,15778.4,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Below
2022-06-30T15:15:00+05:30,15779,15779,15728.85,15735.9,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-07-01T09:15:00+05:30,15708.3,15719.95,15628.65,15637.75,No Touch,Touch & Close Below,No Touch,No Touch,Touch & Close Below,No Touch
2022-07-01T09:45:00+05:30,15637.55,15650.65,15526,15555.05,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-01T10:15:00+05:30,15554.65,15630.2,15511.05,15615.7,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-01T10:45:00+05:30,15616,15631.05,15595.1,15626.75,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-01T11:15:00+05:30,15626.55,15648.6,15609.05,15614.15,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-01T11:45:00+05:30,15613.9,15645.25,15590.6,15631.45,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-01T12:15:00+05:30,15631.8,15662.9,15627.35,15640.4,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-01T12:45:00+05:30,15641.3,15697.9,15631.15,15683.35,No Touch,Touch & Close Below,No Touch,No Touch,Touch & Close Below,No Touch
2022-07-01T13:15:00+05:30,15683.4,15702.05,15647.45,15690.25,No Touch,Touch & Close Below,No Touch,No Touch,Touch & Close Above,No Touch
2022-07-01T13:45:00+05:30,15690.4,15695.85,15645.4,15648.5,No Touch,Touch & Close Below,No Touch,No Touch,Touch & Close Below,No Touch
2022-07-01T14:15:00+05:30,15648.55,15708.85,15634,15707.55,No Touch,Touch & Close Below,No Touch,No Touch,Touch & Close Above,No Touch
2022-07-01T14:45:00+05:30,15706,15760.65,15691.65,15747.35,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-07-01T15:15:00+05:30,15746.7,15793.95,15746.7,15764,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Below
2022-07-04T09:15:00+05:30,15735.65,15797.45,15695.05,15716.45,Touch & Close Below,No Touch,No Touch,No Touch,Touch & Close Below,No Touch
2022-07-04T09:45:00+05:30,15714.95,15719.45,15662.55,15673.1,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T10:15:00+05:30,15672.35,15703.1,15661.8,15702.95,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T10:45:00+05:30,15703.45,15748.1,15703.05,15733.95,No Touch,No Touch,No Touch,No Touch,Touch & Close Above,No Touch
2022-07-04T11:15:00+05:30,15734.35,15764.15,15722.8,15763.35,No Touch,No Touch,No Touch,No Touch,Touch & Close Above,No Touch
2022-07-04T11:45:00+05:30,15763,15771.85,15751.4,15763.1,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T12:15:00+05:30,15763.6,15778.2,15753.25,15765.65,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T12:45:00+05:30,15765.7,15794.75,15752.1,15777.05,Touch & Close Below,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T13:15:00+05:30,15778.1,15779.8,15744.15,15759.9,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T13:45:00+05:30,15759.7,15775.25,15735.2,15774.75,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T14:15:00+05:30,15774.5,15795.75,15769.65,15789.05,Touch & Close Below,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-04T14:45:00+05:30,15789.2,15852.35,15786.45,15841.1,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,Touch & Close Above
2022-07-04T15:15:00+05:30,15840.45,15843.8,15824.6,15829.15,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T09:15:00+05:30,15913.5,15960.2,15891.55,15958.45,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T09:45:00+05:30,15958.35,15987,15953.2,15970.35,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T10:15:00+05:30,15969.9,15999.25,15962.3,15996.1,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T10:45:00+05:30,15996.35,16002.35,15981.2,15984.8,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T11:15:00+05:30,15984.55,16020.8,15982.35,16019.05,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T11:45:00+05:30,16019.15,16019.25,16001.5,16015.4,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T12:15:00+05:30,16015.25,16025.75,15988.65,15992.3,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T12:45:00+05:30,15992,16009.9,15965.3,15974.8,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T13:15:00+05:30,15975,15988.3,15940.9,15944.1,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T13:45:00+05:30,15943.75,15943.75,15848.95,15857.35,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T14:15:00+05:30,15857.55,15882.35,15838.5,15865.55,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-05T14:45:00+05:30,15863.45,15867.4,15785.45,15814.35,Touch & Close Below,No Touch,No Touch,Touch & Close Above,No Touch,No Touch
2022-07-05T15:15:00+05:30,15814.95,15823.3,15796.55,15799.95,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T09:15:00+05:30,15830.05,15905,15814.05,15816.85,No Touch,No Touch,No Touch,Touch & Close Below,No Touch,No Touch
2022-07-06T09:45:00+05:30,15817.2,15899.3,15800.9,15880.05,No Touch,No Touch,No Touch,Touch & Close Above,No Touch,No Touch
2022-07-06T10:15:00+05:30,15880.4,15900.85,15865.75,15898.7,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T10:45:00+05:30,15898.5,15927.15,15881.25,15891.15,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-07-06T11:15:00+05:30,15892.05,15909.5,15850.85,15869.8,No Touch,No Touch,Touch & Close Below,Touch & Close Above,No Touch,No Touch
2022-07-06T11:45:00+05:30,15869.2,15885.8,15861.7,15883.2,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T12:15:00+05:30,15883.3,15942.4,15881.9,15922.75,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,No Touch
2022-07-06T12:45:00+05:30,15922.95,16000.15,15922.95,16000,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T13:15:00+05:30,15998.95,16002.2,15956.1,15983.05,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T13:45:00+05:30,15983.2,15983.3,15910.1,15918.5,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T14:15:00+05:30,15918.65,15968.65,15911.95,15919.1,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T14:45:00+05:30,15918.55,15994.9,15907.95,15994.25,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-06T15:15:00+05:30,15992,16011.35,15992,16008.05,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T09:15:00+05:30,16104.2,16139.5,16072.05,16085,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T09:45:00+05:30,16083.85,16100.6,16063.75,16091.8,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T10:15:00+05:30,16092.05,16125.55,16089.05,16125.55,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T10:45:00+05:30,16124.8,16126.15,16089.4,16093.65,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T11:15:00+05:30,16093.55,16117.6,16085.25,16104.45,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T11:45:00+05:30,16104.2,16118.55,16094.55,16096.7,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T12:15:00+05:30,16096.75,16111.05,16090.15,16092.25,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T12:45:00+05:30,16093.15,16130.65,16090.7,16109.15,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T13:15:00+05:30,16109.7,16143.25,16108.4,16131.95,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T13:45:00+05:30,16132.05,16132.45,16058.2,16060.1,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T14:15:00+05:30,16059.5,16118.75,16045.95,16118,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T14:45:00+05:30,16116.9,16150.5,16111.7,16127.4,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-07T15:15:00+05:30,16127.95,16140.7,16124.15,16138.9,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T09:15:00+05:30,16275.5,16275.5,16185.2,16225.95,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T09:45:00+05:30,16225.75,16236.75,16177.4,16196.45,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T10:15:00+05:30,16195.7,16217.8,16190.4,16210.15,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T10:45:00+05:30,16210.25,16218.8,16200.55,16203.75,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T11:15:00+05:30,16203.7,16207.75,16183.2,16200.85,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T11:45:00+05:30,16200.2,16202.15,16173.05,16180.3,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T12:15:00+05:30,16180.1,16210.95,16174,16199.1,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T12:45:00+05:30,16199.5,16210.95,16188.55,16196,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T13:15:00+05:30,16196.85,16226.4,16181.2,16216.7,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T13:45:00+05:30,16216.3,16216.6,16179.75,16189.25,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T14:15:00+05:30,16189,16192.35,16157.9,16174,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T14:45:00+05:30,16173.1,16236.55,16172.5,16230.05,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-08T15:15:00+05:30,16230.1,16232.85,16214.15,16217.5,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-11T09:15:00+05:30,16152,16166.75,16115.5,16155,No Touch,Touch & Close Below,No Touch,Touch & Close Above,No Touch,No Touch
2022-07-11T09:45:00+05:30,16153.9,16175.45,16135.95,16167.5,No Touch,Touch & Close Above,No Touch,Touch & Close Above,No Touch,No Touch
2022-07-11T10:15:00+05:30,16167.1,16172.45,16143.5,16152,No Touch,Touch & Close Below,No Touch,Touch & Close Above,No Touch,No Touch
2022-07-11T10:45:00+05:30,16152.25,16166.85,16145.5,16160.35,No Touch,Touch & Close Above,No Touch,Touch & Close Above,No Touch,No Touch
2022-07-11T11:15:00+05:30,16160.25,16162.2,16128.3,16133.9,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch,No Touch
2022-07-11T11:45:00+05:30,16134.7,16156.2,16128.5,16146.75,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch,No Touch
2022-07-11T12:15:00+05:30,16146.85,16149.5,16117.2,16136.85,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-11T12:45:00+05:30,16137.15,16172.25,16134.25,16169.75,No Touch,Touch & Close Above,No Touch,Touch & Close Above,No Touch,No Touch
2022-07-11T13:15:00+05:30,16169.85,16197.25,16160.6,16191.35,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-11T13:45:00+05:30,16191.5,16226.85,16185.65,16211.6,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-07-11T14:15:00+05:30,16211.55,16248.55,16209.15,16238.15,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,No Touch
2022-07-11T14:45:00+05:30,16238,16242.75,16214.6,16218.05,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,No Touch
2022-07-11T15:15:00+05:30,16218.7,16222.7,16194.25,16199.05,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-07-12T09:15:00+05:30,16134.75,16153.3,16103.35,16131.1,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-07-12T09:45:00+05:30,16131.75,16156.85,16128.35,16142.2,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-12T10:15:00+05:30,16142,16158.75,16132.6,16144.75,No Touch,No Touch,No Touch,No Touch,Touch & Close Below,No Touch
2022-07-12T10:45:00+05:30,16145.05,16157.65,16140.2,16146.15,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-12T11:15:00+05:30,16145.9,16146.65,16109.1,16115.5,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-12T11:45:00+05:30,16114.65,16131.25,16107.4,16122.8,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-07-12T12:15:00+05:30,16122.45,16122.45,16082.25,16104.05,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-12T12:45:00+05:30,16103.7,16103.7,16070.1,16080.65,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-12T13:15:00+05:30,16080.5,16109.45,16079.85,16106.55,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-12T13:45:00+05:30,16106,16134.95,16092.3,16134.95,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-07-12T14:15:00+05:30,16134.8,16144.55,16117.7,16118.7,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-12T14:45:00+05:30,16119.1,16125.05,16056,16056.3,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-12T15:15:00+05:30,16055.75,16057.6,16031.15,16037.75,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-13T09:15:00+05:30,16129.2,16139.6,16102.2,16123.9,No Touch,No Touch,No Touch,No Touch,Touch & Close Above,No Touch
2022-07-13T09:45:00+05:30,16124.05,16140,16109.5,16129.25,No Touch,No Touch,No Touch,No Touch,Touch & Close Above,No Touch
2022-07-13T10:15:00+05:30,16129,16131.55,16064.2,16074.1,No Touch,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch
2022-07-13T10:45:00+05:30,16073.75,16082.75,16056.75,16077.5,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-13T11:15:00+05:30,16077.45,16102.7,16075.25,16084.45,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-07-13T11:45:00+05:30,16084.5,16095,16066.1,16084.95,No Touch,No Touch,Touch & Close Below,No Touch,No Touch,No Touch
2022-07-13T12:15:00+05:30,16084.9,16094.8,16050.65,16053.85,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-13T12:45:00+05:30,16053.6,16057,15989.95,16001.75,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-13T13:15:00+05:30,16001.9,16008.85,15968.2,15971.05,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-13T13:45:00+05:30,15970.75,16007.8,15968,15981.8,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-13T14:15:00+05:30,15981.65,16007.55,15981.3,15990.15,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-13T14:45:00+05:30,15991.1,15994.5,15950.15,15959.8,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-13T15:15:00+05:30,15959.75,15982.3,15955.95,15975.75,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-14T09:15:00+05:30,16021.95,16049.4,15993.7,16033.3,No Touch,No Touch,Touch & Close Below,No Touch,Touch & Close Above,No Touch
2022-07-14T09:45:00+05:30,16033.05,16070.85,16033.05,16048.5,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,No Touch
2022-07-14T10:15:00+05:30,16049.15,16052.7,16012.85,16025.05,No Touch,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch
2022-07-14T10:45:00+05:30,16024.85,16041.85,16003.4,16005.65,No Touch,No Touch,No Touch,No Touch,Touch & Close Below,No Touch
2022-07-14T11:15:00+05:30,16005.95,16005.95,15955.55,15974.35,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-14T11:45:00+05:30,15974.4,15974.4,15937.55,15956.7,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-07-14T12:15:00+05:30,15957.45,15978.55,15943.1,15945.2,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-14T12:45:00+05:30,15944.85,16002.15,15942.7,15972.45,No Touch,Touch & Close Above,No Touch,No Touch,No Touch,No Touch
2022-07-14T13:15:00+05:30,15972.3,15972.3,15919.05,15928.8,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-14T13:45:00+05:30,15929.85,15943.85,15871.35,15872.3,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-14T14:15:00+05:30,15872.4,15915.8,15858.2,15904.7,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-14T14:45:00+05:30,15904.35,15954.8,15883.2,15942.5,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-14T15:15:00+05:30,15942.55,15955.1,15934.5,15947.95,No Touch,Touch & Close Below,No Touch,No Touch,No Touch,No Touch
2022-07-15T09:15:00+05:30,15994.45,16041.25,15970.75,15980.45,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-15T09:45:00+05:30,15980.65,15994.6,15961.7,15989.95,No Touch,No Touch,Touch & Close Above,No Touch,No Touch,No Touch
2022-07-15T10:15:00+05:30,15990.95,16002.4,15973.25,15982.4,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-15T10:45:00+05:30,15982.1,15982.4,15934.9,15946.4,No Touch,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch
2022-07-15T11:15:00+05:30,15946.25,15974.65,15944.85,15965.3,No Touch,No Touch,Touch & Close Above,No Touch,Touch & Close Above,No Touch
2022-07-15T11:45:00+05:30,15965.7,15984.8,15935.9,15949.35,No Touch,No Touch,Touch & Close Below,No Touch,Touch & Close Below,No Touch
2022-07-15T12:15:00+05:30,15949.45,15959.55,15927.3,15946.05,No Touch,No Touch,No Touch,No Touch,Touch & Close Below,No Touch
2022-07-15T12:45:00+05:30,15945.7,15983.05,15945.65,15979.5,No Touch,No Touch,Touch & Close Above,No Touch,Touch & Close Above,No Touch
2022-07-15T13:15:00+05:30,15980.05,15986.5,15948.85,15951.4,No Touch,No Touch,Touch & Close Below,No Touch,Touch & Close Above,No Touch
2022-07-15T13:45:00+05:30,15951.95,15992.25,15945.1,15992.25,No Touch,No Touch,Touch & Close Above,No Touch,Touch & Close Above,No Touch
2022-07-15T14:15:00+05:30,15993.65,16029.2,15987.9,16017.85,No Touch,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-15T14:45:00+05:30,16018.15,16054.3,15998.65,16053.25,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Above
2022-07-15T15:15:00+05:30,16052.9,16066.95,16044.1,16052.85,No Touch,No Touch,No Touch,No Touch,No Touch,Touch & Close Above
2022-07-18T09:15:00+05:30,16152.3,16199.7,16142.2,16169.5,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
2022-07-18T09:45:00+05:30,16168.3,16190.65,16160.6,16184.8,Touch & Close Above,No Touch,No Touch,No Touch,No Touch,No Touch
